,root,graph_order,graph_size,unique_edges,avg degree,strongly_connected,weakly_connected,radius,diameter,center,density
1559,عبس,6,5,5,0.8333333333333334,6,1,1,2,['عبس'],0.16666666666666666
1560,بسر,3,2,2,0.6666666666666666,3,1,1,2,['بسر'],0.3333333333333333
1561,قسر,2,1,1,0.5,2,1,1,1,"['فرر', 'قسر']",0.5
1562,حرك,2,1,1,0.5,2,1,1,1,"['حرك', 'لسن']",0.5
1563,نضر,5,5,4,1.0,5,1,1,2,['نضر'],0.25
1564,ترق,2,1,1,0.5,2,1,1,1,"['بلغ', 'ترق']",0.5
1565,مطو,2,1,1,0.5,2,1,1,1,"['اهل', 'مطو']",0.5
1566,سدي,2,1,1,0.5,2,1,1,1,"['ترك', 'سدي']",0.5
1567,مشج,3,2,2,0.6666666666666666,3,1,1,2,['مشج'],0.3333333333333333
1568,مزج,4,4,3,1.0,4,1,1,2,['مزج'],0.3333333333333333
1569,قمطر,2,1,1,0.5,2,1,1,1,"['عبس', 'قمطر']",0.5
1570,زمهر,2,1,1,0.5,2,1,1,1,"['شمس', 'زمهر']",0.5
1571,كفت,2,1,1,0.5,2,1,1,1,"['ارض', 'كفت']",0.5
1572,شمخ,3,2,2,0.6666666666666666,3,1,1,2,['شمخ'],0.3333333333333333
1573,لهب,5,4,4,0.8,5,1,1,2,['لهب'],0.2
1574,وهج,2,1,1,0.5,2,1,1,1,"['سرج', 'وهج']",0.5
1575,ثجج,2,1,1,0.5,2,1,1,1,"['موه', 'ثجج']",0.5
1576,دهق,2,1,1,0.5,2,1,1,1,"['كاس', 'دهق']",0.5
1577,نشط,1,1,1,1.0,1,1,0,0,['نشط'],0.0
1578,نخر,2,1,1,0.5,2,1,1,1,"['عظم', 'نخر']",0.5
1579,سمك,3,2,2,0.6666666666666666,3,1,1,2,['سمك'],0.3333333333333333
1580,غطش,2,1,1,0.5,2,1,1,1,"['غطش', 'ليل']",0.5
1581,دحو,2,1,1,0.5,2,1,1,1,"['بعد', 'دحو']",0.5
1582,طمم,3,2,2,0.6666666666666666,3,1,1,2,['طمم'],0.3333333333333333
1583,قضب,2,1,1,0.5,2,1,1,1,"['عنب', 'قضب']",0.5
1584,ابب,2,1,1,0.5,2,1,1,1,"['فكه', 'ابب']",0.5
1585,صخخ,2,1,1,0.5,2,1,1,1,"['جيا', 'صخخ']",0.5
1586,كدر,2,1,1,0.5,2,1,1,1,"['نجم', 'كدر']",0.5
1587,وحش,2,1,1,0.5,2,1,1,1,"['وحش', 'حشر']",0.5
1588,واد,2,1,1,0.5,2,1,1,1,"['واد', 'سال']",0.5
1589,كشط,2,1,1,0.5,2,1,1,1,"['سمو', 'كشط']",0.5
1590,خنس,3,2,2,0.6666666666666666,3,1,1,2,['خنس'],0.3333333333333333
1591,كنس,2,1,1,0.5,2,1,1,1,"['جري', 'كنس']",0.5
1592,عسعس,2,1,1,0.5,2,1,1,1,"['ليل', 'عسعس']",0.5
1593,ضنن,2,1,1,0.5,2,1,1,1,"['غيب', 'ضنن']",0.5
1594,بعثر,3,3,3,1.0,2,1,1,2,['بعثر'],0.5
1595,طفف,2,1,1,0.5,2,1,1,1,"['اله', 'طفف']",0.5
1596,رين,2,1,1,0.5,2,1,1,1,"['رين', 'قلب']",0.5
1597,رحق,3,2,2,0.6666666666666666,3,1,1,2,['رحق'],0.3333333333333333
1598,سنم,2,1,1,0.5,2,1,1,1,"['مزج', 'سنم']",0.5
1599,غمز,2,1,1,0.5,2,1,1,1,"['مرر', 'غمز']",0.5
1600,كدح,4,4,4,1.0,3,1,1,2,['كدح'],0.3333333333333333
1601,وسق,3,2,2,0.6666666666666666,3,1,1,2,['وسق'],0.3333333333333333
1602,دفق,2,1,1,0.5,2,1,1,1,"['موه', 'دفق']",0.5
1603,سطح,2,1,1,0.5,2,1,1,1,"['كيف', 'سطح']",0.5
1604,سوط,3,2,2,0.6666666666666666,3,1,1,2,['سوط'],0.3333333333333333
1605,جمم,2,1,1,0.5,2,1,1,1,"['حبب', 'جمم']",0.5
1606,كبد,2,1,1,0.5,2,1,1,1,"['انس', 'كبد']",0.5
1607,شفه,2,1,1,0.5,2,1,1,1,"['لسن', 'شفه']",0.5
1608,نجد,2,1,1,0.5,2,1,1,1,"['هدي', 'نجد']",0.5
1609,فكك,4,3,3,0.75,4,1,1,2,['فكك'],0.25
1610,سغب,2,1,1,0.5,2,1,1,1,"['يوم', 'سغب']",0.5
1611,طحو,2,1,1,0.5,2,1,1,1,"['ارض', 'طحو']",0.5
1612,لهم,2,1,1,0.5,2,1,1,1,"['لهم', 'فجر']",0.5
1613,دسو,2,1,1,0.5,2,1,1,1,"['خيب', 'دسو']",0.5
1614,دمدم,3,2,2,0.6666666666666666,3,1,1,2,['دمدم'],0.3333333333333333
1615,لظي,2,1,1,0.5,2,1,1,1,"['نور', 'لظي']",0.5
1616,سجو,2,1,1,0.5,2,1,1,1,"['ليل', 'سجو']",0.5
1617,تين,3,2,2,0.6666666666666666,3,1,1,2,['تين'],0.3333333333333333
1618,سفع,3,2,2,0.6666666666666666,3,1,1,2,['سفع'],0.3333333333333333
1619,زبن,2,1,1,0.5,2,1,1,1,"['دعو', 'زبن']",0.5
1620,ضبح,2,1,1,0.5,2,1,1,1,"['عدو', 'ضبح']",0.5
1621,قدح,2,1,1,0.5,2,1,1,1,"['وري', 'قدح']",0.5
1622,نقع,2,1,1,0.5,2,1,1,1,"['ثور', 'نقع']",0.5
1623,كند,2,1,1,0.5,2,1,1,1,"['ربب', 'كند']",0.5
1624,حصل,2,1,1,0.5,2,1,1,1,"['حصل', 'صدر']",0.5
1625,فيل,2,1,1,0.5,2,1,1,1,"['صحب', 'فيل']",0.5
1626,شتو,3,2,2,0.6666666666666666,3,1,1,2,['شتو'],0.3333333333333333
1627,صيف,2,1,1,0.5,2,1,1,1,"['شتو', 'صيف']",0.5
1628,معن,3,2,2,0.6666666666666666,3,1,1,2,['معن'],0.3333333333333333
1629,نحر,2,1,1,0.5,2,1,1,1,"['ربب', 'نحر']",0.5
1630,بتر,3,2,2,0.6666666666666666,3,1,1,2,['بتر'],0.3333333333333333
1631,جيد,2,1,1,0.5,2,1,1,1,"['جيد', 'حبل']",0.5
1632,مسد,3,2,2,0.6666666666666666,3,1,1,2,['مسد'],0.3333333333333333
1633,صمد,2,1,1,0.5,2,1,1,1,"['اله', 'صمد']",0.5
1634,كفا,3,2,2,0.6666666666666666,3,1,1,2,['كفا'],0.3333333333333333
1635,وقب,2,1,1,0.5,2,1,1,1,"['غسق', 'وقب']",0.5
1636,نفث,3,2,2,0.6666666666666666,3,1,1,2,['نفث'],0.3333333333333333
